50,CHN,China,1949,59.36,,149.03,35.524,,0.108,,1.13,1791.943,0.8,,,,58.723,0.275,,,0.363,,0.0,0.107,,,0.001,,,0.47,1.66,,,0.03,,5.021,1772.819,,,14.103,,0.6,0.92,,,0.05,,,,,,,,548239920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,CHN,China,1950,78.835,,32.81,19.475,,0.142,,1.31,1870.779,0.81,0.18,,,77.615,0.587,,0.015,0.619,,0.001,0.14,,0.0,0.001,,,0.88,2.01,,0.0,0.04,,5.608,1850.434,,0.015,14.722,,0.62,0.94,,0.0,0.05,,,,,,,,554419269.0,436905185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,CHN,China,1951,102.115,,29.53,23.28,,0.179,,1.6,1972.894,0.83,0.193,,,100.133,1.036,,0.007,0.938,,0.002,0.176,,0.0,0.002,,,1.37,2.47,,0.0,0.05,,6.645,1950.567,,0.022,15.66,,0.68,0.97,,0.0,0.05,,,,,,,,569909108.0,529606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,CHN,China,1952,127.999,,25.35,25.884,,0.22,,1.98,2100.893,0.86,0.215,,,125.444,1.203,,0.015,1.337,,0.002,0.215,,0.0,0.002,,,1.49,3.13,,0.0,0.07,,7.848,2076.011,,0.037,16.997,,0.74,1.01,,0.0,0.05,,,,,,,,582576497.0,595648770000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,CHN,China,1953,133.783,,4.52,5.784,,0.226,,2.01,2234.676,0.89,0.199,,,130.237,1.615,,0.022,1.909,,0.003,0.22,,0.0,0.003,,,1.8,3.22,,0.0,0.1,,9.463,2206.248,,0.059,18.906,,0.83,1.06,,0.0,0.06,,,,,,,,593365882.0,672668230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,CHN,China,1954,160.877,,20.25,27.095,,0.267,,2.37,2395.553,0.93,0.258,,,155.592,1.915,,0.029,3.341,,0.003,0.258,,0.0,0.006,,,1.97,3.85,,0.01,0.16,,11.378,2361.84,,0.088,22.248,,0.92,1.11,,0.0,0.06,,,,,,,,603052316.0,624480190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CHN,China,1955,190.521,,18.43,29.644,,0.311,,2.56,2586.075,0.98,0.28,,,183.196,1.873,,0.033,5.419,,0.003,0.299,,0.0,0.009,,,1.74,4.19,,0.01,0.23,,13.251,2545.037,,0.121,27.667,,0.98,1.17,,0.0,0.07,,,,,,,,612241552.0,681084945000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CHN,China,1956,215.824,,13.28,25.303,,0.347,,2.72,2801.899,1.03,0.292,,,205.023,2.66,,0.048,8.094,,0.004,0.33,,0.0,0.013,,,2.28,4.46,,0.01,0.32,,15.91,2750.059,,0.169,35.76,,1.09,1.24,,0.0,0.09,,,,,,,,621363233.0,738921885000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,CHN,China,1957,255.785,,18.52,39.961,,0.406,,3.12,3057.684,1.09,0.336,,,243.81,2.855,,0.132,8.988,,0.004,0.387,,0.0,0.014,,,2.33,5.21,,0.02,0.34,,18.766,2993.869,,0.3,44.748,,1.18,1.32,,0.0,0.11,,,,,,,,630677648.0,761702560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,CHN,China,1958,524.617,,105.1,268.832,,0.819,,6.23,3582.301,1.24,0.685,,,508.175,3.871,,0.213,12.359,,0.006,0.794,,0.0,0.019,,,2.99,10.69,,0.03,0.45,,22.637,3502.044,,0.513,57.107,,1.32,1.51,,0.01,0.13,,,,,,,,640295777.0,766244655000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,CHN,China,1959,720.152,,37.27,195.534,,1.108,,8.13,4302.452,1.45,0.968,,,695.438,5.107,,0.557,19.049,,0.008,1.07,,0.001,0.029,,,3.52,14.06,,0.07,0.66,,27.744,4197.482,,1.07,76.156,,1.49,1.78,,0.01,0.16,,,,,,,,650212731.0,743927585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CHN,China,1960,798.8,,10.92,78.648,,1.21,,8.51,5101.252,1.66,1.133,,,748.376,6.514,,1.993,22.992,18.925,0.01,1.133,,0.003,0.035,0.029,,4.14,14.53,,0.24,0.74,68.8,34.258,4945.858,,3.063,99.148,18.925,1.7,2.05,,0.03,0.19,8.78,,,,,,,660408054.0,705092990000.0,,,,16.203,108085352.0,,667070000.0,,,,,,,,23.1752942,,,,,,,,8.122740192,,,,,,,,,,,,,,,,,,95.9348257,748988.417,,,1.170381372,2.947310081,23010.425,780726.302,4.913096815,0.255511822,1994.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,CHN,China,1961,570.63,,-28.56,-228.17,,0.85,,6.06,5671.883,1.79,0.989,,,522.475,2.585,,2.818,22.336,20.417,0.004,0.779,,0.004,0.033,0.03,,1.58,10.57,,0.32,0.67,69.88,36.843,5468.333,,5.881,121.484,39.342,1.69,2.22,,0.05,0.22,16.07,,,,,,,670952701.0,577128420000.0,,,,16.708,110327936.0,2.053595578,660330000.0,-1.015527787,,,,,,,35.79485515,,,,,,,,8.440785668,,,,,,,,,,,,,,,,,,94.71736964,522903.199,,,0.836046901,4.049153105,22354.032,552066.85,4.776772895,0.510793756,2819.923,,,,,,,,,,,,,,,,1211.0,,,,,,,,,,10.97085318,36.4200452,3432480.0
63,CHN,China,1962,459.618,,-19.45,-111.012,,0.674,,4.71,6131.501,1.88,0.746,,,411.925,2.497,,2.323,21.764,21.108,0.004,0.604,,0.003,0.032,0.031,,1.42,8.36,,0.24,0.61,69.72,39.341,5880.258,,8.204,143.248,60.45,1.67,2.34,,0.06,0.25,21.98,,,,,,,682102654.0,616503020000.0,,,,17.226,114685540.0,3.87367811,665770000.0,0.820455549,,,,,,,38.98640509,,,,,,,,8.528797332,,,,,,,,,,,,,,,,,,93.61962577,412262.475,,,0.661428164,4.94641385,21781.98,440359.029,4.035392972,0.527950569,2324.878,,,,,,,,,,,,,,,,1341.6,645.0,,,,,,,,,10.93934024,36.71214999,3460010.0
64,CHN,China,1963,456.779,,-0.62,-2.839,,0.658,,4.45,6588.28,1.96,0.647,,,406.128,3.355,,1.957,23.27,22.069,0.005,0.585,,0.003,0.034,0.032,,1.8,7.95,,0.19,0.61,69.51,42.696,6286.387,,10.16,166.518,82.519,1.68,2.45,,0.07,0.27,26.89,,,,,,,694339084.0,705534390000.0,,,,17.757,121162226.0,5.493641021,682335000.0,2.457647404,,,,,,,39.85420171,,,,,,,,8.474297816,,,,,,,,,,,,,,,,,,93.07570872,406457.614,,,0.640001899,5.333031036,23289.117,436695.696,3.628125716,0.4484079,1958.178,,,,,,,,,,,,,,,,1506.9,,,,,,,,,,10.91843772,37.01486519,3488540.0
65,CHN,China,1964,460.637,,0.84,3.858,,0.65,,4.25,7048.917,2.03,0.573,,,401.574,5.032,,2.03,27.729,24.271,0.007,0.567,,0.003,0.039,0.034,,2.44,7.7,,0.18,0.68,69.39,47.728,6687.961,,12.19,194.247,106.791,1.73,2.55,,0.08,0.29,31.24,,,,,,,708254602.0,804504960000.0,,,,18.299,127791981.0,5.327343511,698355000.0,2.320682987,,,,,,,38.02979795,,,,,,,,8.449381618,,,,,,,,,,,,,,,,,,91.98405371,401899.533,,,0.625646054,6.351657574,27751.856,436923.05,3.071598073,0.464960134,2031.518,,,,,,,,,,,,,,,,1640.1,,,,,,,,,,10.8974291,37.3174743,3517060.0
66,CHN,China,1965,500.286,,8.61,39.649,,0.691,,4.42,7549.204,2.11,0.558,,0.326,432.993,6.801,,2.11,34.999,23.383,0.009,0.598,,0.003,0.048,0.032,,3.14,8.18,,0.17,0.79,67.71,54.529,7120.954,,14.301,229.246,130.173,1.84,2.67,,0.09,0.33,34.59,,,,,,,724218970.0,896126805000.0,1532.235,2115.707,1.889,18.086,129348359.0,1.210542855,715185000.0,2.381368103,,,,,,,37.54901961,,,,,,,,8.445994113,,,,,,,,,,,,,,,,,,91.04461514,433347.725,,,0.665524211,7.359070563,35027.184,475972.933,2.86115549,0.443763049,2112.192,,,,,,,,,,,,,,,,1764.3,,,,,,,,,,10.87122137,37.72098847,3555090.0
67,CHN,China,1966,549.459,,9.83,49.173,,0.74,,4.63,8098.663,2.19,0.592,,0.33,469.765,8.387,,2.568,44.547,24.192,0.011,0.633,,0.004,0.06,0.033,,3.6,8.78,,0.19,0.94,66.79,62.917,7590.72,,16.869,273.792,154.365,1.97,2.79,,0.1,0.36,37.42,,,,,,,742414887.0,927339400000.0,1665.28,2243.058,1.973,17.915,131746910.0,1.837351159,735400000.0,2.787331838,,,,,,,37.17901202,,,,,,,,8.360824585,,,,,,,,,,,,,,,,,,89.93168077,470153.404,,,0.710891382,8.527980023,44583.386,522789.522,2.840106724,0.491702089,2570.567,,,,,,,,,,,,,,,,1895.3,,,,,,,,,,10.82273176,38.1032818,3591120.0
68,CHN,China,1967,460.226,,-16.24,-89.233,,0.604,,3.76,8558.889,2.24,0.493,,0.307,383.599,6.085,,2.799,42.499,25.244,0.008,0.503,,0.004,0.056,0.033,,2.54,7.29,,0.2,0.84,67.86,69.002,7974.318,,19.668,316.291,179.608,2.01,2.87,,0.1,0.39,39.93,,,,,,,762581176.0,933378350000.0,1497.596,1963.852,1.725,17.785,134196718.0,1.842403457,754550000.0,2.57069762,,,,,,,39.80604169,,,,,,,,8.249529123,,,,,,,,,,,,,,,,,,88.61558776,383912.898,,,0.574162147,9.817680119,42533.533,433234.048,2.497705182,0.646668472,2801.588,,,,,,,,,,,,,,,,1952.2,645.0,,,,,,,,,10.77105903,38.48557514,3627150.0
69,CHN,China,1968,495.507,,7.67,35.281,,0.632,,3.84,9054.395,2.29,0.543,,0.328,412.72,5.253,,2.686,48.651,26.197,0.007,0.526,,0.003,0.062,0.033,,2.06,7.75,,0.17,0.88,67.88,74.255,8387.039,,22.354,364.942,205.805,2.01,2.96,,0.11,0.43,42.14,,,,,,,784074715.0,912372780000.0,1512.598,1929.15,1.786,17.656,136747486.0,1.882928902,774510000.0,2.610902626,,,,,,,41.6432544,,,,,,,,8.134052756,,,,,,,,,,,,,,,,,,88.08551901,413058.214,,,0.605451997,10.38333412,48690.426,468928.626,2.819075663,0.573202584,2687.911,,,,,,,,,,,,,,,,1957.5,,,,,,,,,,10.71938629,38.86733795,3663130.0
70,CHN,China,1969,607.683,,22.64,112.177,,0.754,,4.41,9662.079,2.36,0.604,,0.33,501.177,7.613,,3.759,66.85,28.285,0.009,0.622,,0.005,0.083,0.035,,2.81,9.08,,0.22,1.12,67.82,81.868,8888.215,,26.113,431.791,234.09,2.06,3.08,,0.12,0.47,44.16,,,,,,,805985941.0,1006175600000.0,1841.019,2284.183,1.973,17.528,139527262.0,2.012395147,796025000.0,2.740002106,,,,117.6,,,37.5191112,,,,,,,,8.006929682,,,,,,,,,,,,,,,,,,86.89443124,501586.928,,,0.725149509,11.59045574,66904.415,577237.138,2.967502971,0.651784466,3762.342,,,,,,,,,,,,,,,,1915.9,,,,,,,,,,10.67004785,39.35700871,3709280.0
71,CHN,China,1970,807.953,,32.96,200.269,,0.976,,5.42,10470.031,2.47,0.706,,0.343,665.866,10.718,,5.503,94.645,31.22,0.013,0.805,,0.007,0.114,0.038,,3.71,11.69,,0.31,1.39,70.4,92.587,9554.081,,31.617,526.436,265.31,2.18,3.25,,0.13,0.53,46.19,,,,,,,827601385.0,1144004370000.0,2357.393,2848.465,2.224,17.4,142386810.0,2.028735959,818315000.0,2.761675566,,,,111.8,,,34.79843839,,,,,,,,7.87981132,,,,,,,,,,139154.97,,781088.0,,,1873971.675,,50660.49837,86.3654941,666411.244,,,0.942934535,12.27580766,94722.277,771617.474,3.325052509,0.71380369,5507.834,,,,,,,,,,,,,,,,2143.1,,,,,,,,,,10.61752629,39.84402687,3755180.0
72,CHN,China,1971,909.21,,12.53,101.257,,1.071,,5.87,11379.241,2.59,0.748,,0.325,736.424,13.124,0.791,7.174,120.091,31.605,0.016,0.868,0.001,0.008,0.142,0.037,,4.41,12.92,0.25,0.37,1.67,70.77,105.711,10290.506,0.791,38.791,646.527,296.916,2.32,3.43,0.03,0.15,0.61,47.96,,,,,,,848759709.0,1216237830000.0,2794.916,3292.94,2.452,17.292,145443877.0,2.124291883,841105000.0,2.74691555,,,,106.2,,,33.63181245,,,,,,,,7.789648855,,,,,,,,,,141874.29,,813814.0,,,1914331.77,,51992.97559,84.07512758,737030.33,,,1.042239697,13.7103656,120189.592,876633.02,3.528474962,0.819041245,7179.986,2.241697932,464.933157,151.9893473,,,0.0,0.0,,8.304928737,0.0,0.0,21.57311127,70.12195999,,,2187.1,,,,,,,,,,10.57158318,40.33709296,3801650.0
73,CHN,China,1972,968.646,,6.54,59.436,,1.114,,5.97,12347.887,2.71,0.785,,0.322,770.722,14.717,1.022,9.281,138.328,34.576,0.017,0.886,0.001,0.011,0.159,0.04,,4.66,13.54,0.29,0.45,1.78,71.92,120.428,11061.227,1.814,48.072,784.855,331.491,2.47,3.62,0.06,0.17,0.69,49.69,,,,,,,869485962.0,1233564930000.0,3012.934,3465.189,2.666,17.184,148131235.0,1.830831672,862030000.0,2.45735693,,,,100.7,,,32.41654913,,,,,,,,7.754386506,,,,,,,,,,148863.86,,825771.0,,,1999689.065,,58213.51009,82.80054951,771349.783,,,1.080676637,14.86087001,138440.251,931575.681,3.612003534,0.997075298,9288.511,2.264768449,477.1687087,163.9119288,,,0.0,0.0,,14.25401061,0.0,0.0,22.12749341,63.61849598,,,2122.1,645.0,,,,,,,,,10.52235084,40.82686982,3847810.0
74,CHN,China,1973,1008.293,,4.09,39.647,,1.134,,5.9,13356.179,2.82,0.756,,0.317,783.741,15.456,1.264,11.468,158.819,37.544,0.017,0.881,0.001,0.013,0.179,0.042,,4.62,13.39,0.31,0.54,1.91,72.72,135.884,11844.969,3.078,59.54,943.674,369.035,2.61,3.8,0.08,0.2,0.77,51.34,,,,,,,889485368.0,1334375220000.0,3180.296,3575.435,2.628,17.184,151552570.0,2.283395763,881940000.0,2.283395364,,,,95.3,,,32.92576736,,,,,,,,7.734556206,,,,,,,,,,158473.86,,826991.0,,,2057487.38,,64450.60634,80.98620345,784385.968,,,1.098195691,16.41123109,158949.782,968542.708,3.484907193,1.185049446,11477.71,2.270325085,483.7173753,175.933737,,,0.0,0.0,,19.54839972,0.0,0.0,22.52666149,57.92493879,,,2288.1,,,,,,,,,,10.47216357,41.42179592,3903880.0
75,CHN,China,1974,1028.1,,1.96,19.807,,1.132,,6.04,14384.279,2.94,0.752,,0.314,776.101,15.34,1.634,14.44,182.573,38.011,0.017,0.854,0.002,0.016,0.201,0.042,,4.58,13.23,0.42,0.66,2.23,72.56,151.224,12621.07,4.712,73.98,1126.247,407.046,2.73,3.98,0.12,0.23,0.87,52.78,,,,,,,908464206.0,1367631650000.0,3279.296,3609.715,2.645,17.292,155688522.0,2.692479597,900350000.0,2.065955013,,,,89.8,,,33.42645967,,,,,,,,7.734079191,,,,,,,,,,154280.49,,830833.0,,,2073854.51,,65035.12497,78.61591336,776736.606,,,1.097367111,18.49395399,182722.943,988014.478,3.474702807,1.462695874,14451.647,2.257176825,486.1679858,174.2333537,,,0.0,0.0,,18.00784479,0.0,0.0,25.21121723,56.78093797,,,2402.1,,,,,,,,,,10.53168801,42.12643373,3970290.0
76,CHN,China,1975,1183.215,,15.09,155.115,,1.277,,6.94,15567.494,3.07,0.81,,0.322,906.638,19.102,1.905,16.972,204.191,34.406,0.021,0.979,0.002,0.018,0.22,0.037,,5.73,15.09,0.57,0.77,2.52,72.94,170.326,13527.708,6.617,90.951,1330.438,441.453,2.9,4.18,0.15,0.26,0.96,53.95,,,,,,,926240889.0,1460733630000.0,3672.629,3965.09,2.804,17.4,159452730.0,2.389015723,916395000.0,1.766391782,,,,84.3,,,31.95262379,,,,,,,,7.759142182,,,,,,,,,,166425.05,,854612.0,,,2264422.92,,76104.17419,79.2052111,907380.815,,,1.250124095,17.83841746,204358.243,1145607.47,3.705789527,1.482667008,16985.544,2.369955895,527.4883375,199.0397154,,,0.0,0.0,,21.49233407,0.0,0.0,22.69517854,55.81248739,,,2492.8,,,,,,,,,,10.37551368,42.61540698,4016370.0
77,CHN,China,1976,1226.421,,3.65,43.206,,1.301,,6.82,16793.915,3.2,0.868,,0.317,910.39,19.253,1.905,19.368,238.985,36.52,0.02,0.966,0.002,0.02,0.254,0.039,,5.54,14.47,0.48,0.83,2.79,73.02,189.579,14438.098,8.522,110.319,1569.423,477.973,3.05,4.38,0.18,0.3,1.07,55.04,,,,,,,942685412.0,1413710515000.0,3866.91,4102.017,2.998,17.46,162497601.0,1.891572392,930685000.0,1.547337973,,,,79.0,,0.820949972,32.35963327,,,,,,,,7.800977345,,,,,,,,,,173203.82,,861785.0,,,2327790.4,,81628.79825,76.16928005,911132.156,,,1.285283136,19.99509511,239180.075,1196193.735,3.931143987,1.620453396,19383.762,2.392672365,537.1747315,204.0303647,,,0.0,0.0,,27.33087808,0.0,0.0,22.09730568,50.57181624,,,2537.0,,,,,,,,,,10.35602585,43.24103321,4075333.333
78,CHN,China,1977,1340.831,,9.33,114.41,,1.4,,7.25,18134.746,3.34,0.898,,0.318,998.609,22.906,2.18,23.237,257.484,36.415,0.024,1.042,0.002,0.024,0.269,0.038,,6.29,15.53,0.57,0.97,2.9,73.28,212.485,15436.706,10.703,133.557,1826.907,514.388,3.23,4.59,0.21,0.34,1.17,56.03,,,,,,,957891271.0,1493489265000.0,4216.888,4402.263,3.171,17.52,165293316.0,1.705832985,943455000.0,1.362779476,,,,74.0,,0.82604003,28.99076923,,,,,,,,7.875047883,,,,,,,,,,190822.36,,871602.0,,,2516150.877,,95375.71271,76.27398027,999426.182,,,1.388842897,19.66668999,257694.758,1310310.775,4.003138088,1.774854824,23256.114,2.406126826,577.2110106,220.6570531,,,0.0,0.0,,22.32253332,0.0,0.0,21.03439743,56.64306925,,,2501.5,645.0,,,,,,,,,10.3364429,43.8665999,4134286.667
79,CHN,China,1978,1492.778,,11.33,151.947,,1.536,,7.83,19627.524,3.49,0.895,,0.323,1117.447,26.81,2.737,26.286,281.992,37.506,0.028,1.149,0.003,0.027,0.29,0.039,,6.93,16.94,0.7,1.05,3.08,73.43,239.295,16554.153,13.44,159.842,2108.9,551.895,3.43,4.83,0.24,0.38,1.28,56.95,,,,,,,972205441.0,1667551760000.0,4624.29,4756.497,3.062,17.9,171153535.0,3.483945072,956165000.0,1.338182338,,,,69.5,,0.830439985,27.68541782,,,,,,,,7.969584329,,,,,,,,,,209298.36,,877210.0,,,2726399.89,,101579.046,76.48650614,1118361.66,,,1.52920111,19.3016951,282223.321,1462168.579,4.012612179,1.799180914,26307.058,2.477823812,617.1549011,246.5557723,,,0.0,0.0,,22.03724781,0.0,0.0,17.38438991,60.57836228,,,2802.0,,,,,,,,,,10.3155757,44.4997602,4193960.0
80,CHN,China,1979,1525.661,,2.2,32.883,,1.547,,7.78,21153.185,3.63,0.847,,0.32,1147.547,30.32,3.063,27.777,278.427,38.527,0.031,1.164,0.003,0.028,0.282,0.039,,7.72,16.74,0.85,1.05,2.99,73.44,269.615,17701.701,16.503,187.619,2387.326,590.422,3.66,5.06,0.28,0.42,1.37,57.8,,,,,,,986132214.0,1801380295000.0,4763.128,4830.112,2.977,18.617,180399661.0,5.261370931,969005000.0,1.333927954,,,,65.6,,0.818159997,30.7032787,,,,,,,,8.081010831,,,,,,,,,,222217.3,,874356.0,,,2773803.817,,98777.48615,76.82925633,1148489.732,,,1.542675099,18.64089959,278655.33,1494859.884,3.812878555,1.859674428,27799.527,2.492029549,619.0436623,267.3742654,,,0.0,0.0,,25.71661642,0.0,0.0,17.769108,56.51427558,,4.49e-05,3041.9,,,,,,,,,,10.30088024,44.98407373,4239605.0
81,CHN,China,1980,1494.496,,-2.04,-31.165,,1.494,,7.67,22647.681,3.76,0.789,,0.308,1122.664,32.712,3.012,27.319,273.202,35.586,0.033,1.123,0.003,0.027,0.273,0.036,,8.27,15.91,0.95,1.01,3.05,73.83,302.328,18824.365,19.514,214.938,2660.529,626.008,3.9,5.28,0.32,0.46,1.45,58.52,,,,,,,1000089228.0,1893783550000.0,4856.292,4855.86,2.925,19.358,189947471.0,5.157283705,981235000.0,1.254221052,,,,62.2,,0.811959982,29.63393836,,,,,,,,8.202999485,,,,,,,,,,237185.34,,869136.0,,,2757430.09,,110145.4692,76.58051471,1123583.468,,,1.495250749,18.63601487,273426.188,1467192.369,3.470429653,1.863501513,27341.152,2.453421941,609.4551957,281.6246873,,,0.0,0.0,,27.37318298,0.0,0.228852743,19.36267172,53.03529255,,0.029819636,2948.7,,,,,,,,,,10.2867153,45.46775063,4285190.0
