Country Name,Year,CO2 emissions (metric tons per capita),CO2 emissions (kt),Urban population (% of total population),Population growth (annual %),Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",Methane emissions (kt of CO2 equivalent),CO2 intensity (kg per kg of oil equivalent energy use),Energy use (kg of oil equivalent per capita)
Kyrgyz Republic,82000,79.46938292198082,293302.3146405912,1496.729,61.82852860000001,741955.1843227422,-69114.90902208803,235871.79337773783,88.19232075298501,33552.74834300981
Lao PDR,82000,18.610645002500654,147148.97746729478,939.8559999999999,81.90811091500001,778002.4079525792,191923.97033855953,308405.8122847254,70.00012857005281,11542.94712420688
Latvia,82000,169.707191719495,542840.2265649176,2798.139,-27.600081002000007,1207669.8504688905,413413.27722158504,161681.1036045193,87.69303988686536,83673.430634781
Least developed countries: UN classification,82000,10.035929791997267,5469942.428432929,1044.2542145999996,103.37554808100002,64264214.42962418,19784888.840500098,25917099.204634547,30.96994056553998,15190.762075343218
Lebanon,82000,147.49266525673062,643325.3852258561,3467.8769999999995,96.864754954,909943.1150375329,116394.44080317357,118740.91610461714,127.24822093623685,52329.68225080157
Lesotho,82000,40.39094142413531,99235.16969075619,801.637,49.744160779999994,314460.9615144703,89015.4535030151,112328.04155328608,394.77194993264163,14412.198927253046
Liberia,82000,15.717642263438822,77024.86381561763,1921.1359999999995,103.63196223,326118.27899041254,48313.48187723766,153479.31835352923,73.45257121548983,15515.04534943531
Libya,82000,322.487091517831,1677516.994414216,3144.125,79.70066463900002,3965753.2931406815,278.99287069163984,2091076.2819897416,117.32706902053077,116756.50065824483
Liechtenstein,82000,187.6807059091732,257928.72855354013,646.173,40.39585214099999,1039056.4344338841,282754.00556474325,317299.0698934265,81.04067622070625,71374.43587061425
Lithuania,82000,176.7289091025096,1032283.1394645208,2727.1290000000004,-19.541575792,2235220.981677725,936909.0142686128,241971.9416628551,78.56575507864193,99062.70084843668
Luxembourg,82000,893.0468827930822,438921.16159125394,3483.2949999999996,55.53183647500001,592557.9458009894,32917.707357009036,71245.87121297937,113.84432215491928,322290.80237130326
"Macao SAR, China",82000,227.5225635177007,867617.8647217123,4091.248,101.45034385499997,2437806.5424991795,567089.3726320211,691737.2244761167,100.67189556239667,112565.04509276047
Madagascar,82000,7.102126278775197,111212.4637980606,1137.8480000000002,118.46157634500001,1396083.990169324,216719.6750697508,718706.0232004966,65.54132684227027,8193.05732084642
Malawi,82000,3.2193994714646634,77411.19534589724,562.0559999999999,114.69936097099999,562582.9030636654,54851.16657608111,300257.8651569291,61.946784806281215,3794.582331447109
Malaysia,82000,201.410872557003,4831651.352022477,2482.5460000000003,87.73835027999999,7648472.323281567,841505.6110816476,1346470.8467099033,100.5046998317841,83874.35722425932
Maldives,82000,67.26334394453464,68613.54722408755,1256.3030000000003,126.03321220100003,323487.08057728945,150673.8725144471,52943.74375181206,74.35699337464743,29869.37393074932
Mali,82000,8.288266693424836,106892.72378991678,1217.794,106.853258495,1188464.8449092351,199561.89426779482,563871.6708136698,67.8379816897196,9532.762622214294
Malta,82000,224.68425702705576,137407.72656324512,3781.953000000001,51.66457266599999,244688.09073550638,30624.93633471823,52513.78653508487,123.96773790004822,77485.09727985215
Marshall Islands,82000,118.3585154262184,55021.34658159928,2822.961,69.924744691,236060.18689242384,202471.01004349504,82682.80108250714,99.13172741322369,57507.245625140815
Mauritania,82000,28.695866340377915,111939.44475620694,1706.925,113.38829156999998,494772.79414792714,40707.77980550578,238738.6165865309,71.15303967323123,19160.134608007957
Mauritius,82000,76.07424505037852,133058.78137269922,1731.7559999999999,28.706812744000004,310176.06543994986,66396.88396654569,94602.39322697256,87.10758451897345,34903.54392021464
Mexico,82000,159.23911220452646,14726632.425337277,3050.8520000000008,66.776059799,20902588.374507453,841326.0025912909,4315777.302427882,103.21608777340465,65938.44927764688
"Micronesia, Fed. Sts.",82000,56.57685355710397,46542.94133801857,980.672,48.92892672099998,254475.38340201386,248377.44686248185,89022.23547992097,76.64949569045078,23787.493369702835
Moldova,82000,140.23598339374706,523139.90903716616,1800.267,-3.238987802999997,1090594.5170489582,188091.32533551275,193452.94927176737,98.63263846356742,56175.9245881603
Mongolia,82000,196.28052979544287,512396.9524301202,2484.969,68.879828363,1589389.9033465562,295008.02479247353,444480.969072413,130.98003457499692,64520.62618800503
Montenegro,82000,89.03967330425331,311619.57987597643,2288.174,9.232486034999999,1074835.311265816,236329.12615346682,323177.85813555314,90.13242585347808,44183.24607386252
Morocco,82000,55.275434032905395,1490743.6179850127,2175.5200000000004,63.721472588,2341540.558305603,43082.33330535985,521070.81253785413,118.99437908177637,22268.931190356365
Mozambique,82000,7.5180849406297865,133704.78755868078,1130.1170000000002,101.37330927199999,1215816.0309441898,185012.5049670346,514848.9334382443,17.6868349557794,19484.000045374672
Myanmar,82000,9.742583081582932,421268.3594946768,1111.9330000000002,48.555420328000004,10319347.709738122,6593050.984685185,2445669.8288817354,32.223097109301236,13291.04296079175
Namibia,82000,65.67761822547043,140069.05821095672,1436.54,89.775710268,600995.9911584812,75265.46144227443,226422.2660758973,77.123523876943,30719.049130979452
Nauru,82000,390.3565769699951,58826.45303790658,4100.0,35.112587581999996,249439.2843734526,142807.2372001357,44762.47530851176,114.74875710730106,174445.35824413731
Nepal,82000,5.338658219787571,165931.00177886756,534.6740000000001,68.57252450899999,1375257.468824582,45113.949117727905,929625.103419532,20.090345498618035,13951.022116012482
Netherlands,82000,405.51949309214297,6254823.487888359,3196.679,21.704455436,8158362.815638351,213838.52012532743,1012125.514566841,93.4447637980751,183726.36065558766
New Caledonia,82000,217.21019969327963,785231.040320268,2592.5099999999998,67.47846710299999,2557257.347402302,669324.0546856518,747507.8667803212,93.17977042456823,97420.50052598909
New Zealand,82000,286.1122723301708,1125886.008385827,3504.604,45.8194547397597,3050195.870576368,41473.97082530838,1279341.7327055219,77.12364489442493,156663.7360078739
Nicaragua,82000,32.34073121708192,183206.20694627528,2253.4600000000005,73.660865683,657012.6776312921,45255.870908942365,299334.5392891434,57.93974547313033,24419.09415014399
Niger,82000,3.5503488406822403,81813.33597505199,643.3949999999999,142.55391142500005,986748.0668892583,45672.62722407876,596850.4432203926,46.28330407521654,3939.6409565978174
Nigeria,82000,32.24508812363342,3342968.963354802,1485.205,106.08000686200002,8313486.203743081,344303.1543966784,3742636.109704336,45.42696371077437,30907.523555634856
North Macedonia,82000,170.99710580280941,303269.5036420794,2354.716000000001,9.070818456,639512.5861780271,37356.2945076837,134706.33138581156,119.57147536660091,60661.72730926412
Norway,82000,332.9171638387593,1515296.0847338862,3115.1549999999997,27.832954992999998,2187761.088993873,37226.62910922995,323289.21152171184,68.92696325352891,211946.14701660917
Oman,82000,407.9834881736977,1175702.5201840277,2882.081,154.26572966199996,1621855.7106000942,-58574.967474421304,220222.74837438285,127.14446479087562,150480.25628229426
Pakistan,82000,29.26342276729802,3974182.24221478,1344.5489999999998,107.27334217200004,9431536.110143675,-109380.46763183973,3876533.0652652313,63.826310555357196,19679.376681717626
Palau,82000,463.4485700924803,59765.39263170543,2943.3869999999993,39.149613911999985,325482.7238444442,212475.03251656835,56625.09013272121,107.42006932035595,198937.1373778581
Panama,82000,80.07673873655847,281388.5142359975,2466.0800000000004,80.38491702800002,606110.4275288198,47065.95750633263,206956.4045330713,87.62776161214727,39058.42851574189
Papua New Guinea,82000,23.108747622000003,183343.53126288162,555.959,94.483714323,928747.7006806005,262735.7124201424,304715.89381729596,65.64000696533107,8526.155849533316
Paraguay,82000,32.946437335609104,193909.4154237804,2206.2609999999995,83.48293168899998,1774098.97033256,383803.6316566955,857500.0593127314,42.709683730562176,32847.06329582191
Peru,82000,56.99909555140626,1301338.4231270636,2972.4650000000006,65.579267247,2752162.435795335,215699.89631603129,925713.6106777911,92.44448647591072,28349.094350645242
Philippines,82000,37.231663118550564,2684918.992810903,1850.7760000000003,86.62891465299997,5421107.969722531,72706.68788897672,2157274.8031964637,72.39638217654756,22374.175622966948
Poland,82000,363.4543662473075,13569087.24349363,2490.6599999999994,7.390406090999998,17426731.062149998,-137061.20462454576,2862364.9936101614,132.27961800929236,113615.62911849146
Portugal,82000,187.10166057409975,1900256.3267274073,2228.74,6.455935149999999,2643835.8268130952,42342.03608008469,479754.68760752596,100.39068708861153,79185.31059359084
Pre-demographic dividend,82000,22.225683399774944,10684566.034560064,1330.4670769399995,116.24247213599999,61552994.08839721,15612241.764517093,22500136.40668685,48.15786668318048,24375.583489594257
Puerto Rico,82000,241.96576618172307,839348.5130958816,3725.343,0.8156443340000035,2357809.4024404883,486365.9925666333,719612.2225433427,113.3314653621174,113925.64938696349
Qatar,82000,1424.1630233550995,1438464.990223968,3911.4190000000003,264.206490917,1726864.487332712,-167293.0122728635,197630.01850611993,94.47357237889132,652250.4279500479
Romania,82000,225.33230850700272,4899815.280460697,2154.9039999999995,-13.576128688000006,7006787.164156507,-142803.62376196674,1401566.8316917988,106.15609425474646,86619.54496290228
Russian Federation,82000,587.5231318103322,83835249.35746121,3000.386,4.308649807999998,103218354.92781067,131770.421760758,27221857.167055074,113.56056762541716,234735.4064539391
Rwanda,82000,3.1277143271735928,66086.14873208602,498.064,95.60750443800003,331222.4858535881,40932.77094554214,138698.71717283048,64.28098633492348,4030.5420670271633
Samoa,82000,35.291932672,48243.80570931632,848.1779999999999,24.858930768999997,188779.33432037634,47958.13366496339,61388.84641538537,84.3600567327607,13498.265893774515
Sao Tome and Principe,82000,26.54285067912671,53982.036643445885,2212.926,85.229448203,160029.3632295191,33787.6143741235,48340.27208562561,78.86844156558878,20167.78707011301
Saudi Arabia,82000,547.6516331318726,11653723.539542278,3223.182,133.75821204999997,14103229.643845594,870386.1596128121,1467638.9874375958,116.21487415630637,202894.11394376509
Senegal,82000,22.7803523753564,236525.54547820316,1690.0010000000004,112.44278980100002,870706.9253305498,64561.21668628966,353865.21572399756,72.6286116350424,14368.601133762511
Serbia,82000,231.62729670428882,1700407.3251380697,2147.0489999999995,-5.9535744059999995,2902818.5443699,225791.70181289496,662295.4836856977,116.97584248327509,80784.16615619286
Seychelles,82000,185.8422785321219,63235.56096205724,2115.0099999999998,45.153254969,180048.873588462,45507.03612213244,51296.15092781908,95.02493819294095,77950.4988949977
Sierra Leone,82000,8.115672852577049,68963.27008561301,1477.606,87.85536772100002,395034.28897384496,70871.96045627902,174027.1161100174,72.36694479394268,9548.291346714766
Singapore,82000,405.048413030593,1554541.66471826,4100.0,86.94030739800002,2211931.2578884573,162697.5196659804,123866.26884454906,113.5805155999389,175344.92355551905
Slovak Republic,82000,306.7939152191529,1772070.5882380777,2255.0030000000006,10.007651666999998,2258966.013562826,-43094.538374484284,266499.03034827294,92.11007949706276,137715.84049244775
Slovenia,82000,254.6708909400395,480483.185730069,2107.0889999999995,10.934407394999997,875361.7029725496,26700.772256103795,145259.3227155352,93.56905008726223,111822.26103299984
Solomon Islands,82000,23.669568509652755,52819.55009284821,689.872,112.56981800900002,248551.3384415746,47604.659903165084,82158.71591263977,80.98314858132754,9354.871789164623
Somalia,82000,7.226112533021075,72709.98852093429,1419.659,99.21675524200003,1092963.3764591806,39702.79090644985,711825.4407307829,70.3427470581502,9489.98906956413
Spain,82000,246.09352113023135,10005962.588905072,3146.0819999999994,24.152424347,12788389.094862286,161093.93404954745,1458614.3954134115,101.00956102642402,103993.86758752816
Sri Lanka,82000,20.229828314065518,434223.77246239217,755.6629999999999,39.347924025999994,1130277.9185070612,64511.53793201288,504851.1827095447,49.77256908210949,16732.039415632957
St. Kitts and Nevis,82000,154.76832392084788,51180.273396629316,1352.3939999999998,20.225112851,178816.23117979814,47423.265675641385,53999.07371710414,94.14712716713548,61500.28228231739
St. Lucia,82000,76.16001359111588,54179.95819180198,1006.911,45.805217785,197319.06679979185,46900.836749346156,63718.95533493003,84.29906102048922,30208.7427415317
St. Vincent and the Grenadines,82000,74.07682507035943,55063.917611304925,1844.557,10.73985983,172607.4955140144,38328.936436232616,51728.98009665022,96.11407166448794,33656.293202720146
Sudan,82000,14.198937116876868,386211.7963947223,1245.9619999999998,114.153630354,3349361.266953396,152121.54047007646,1831383.2596851217,29.556541521966274,21642.752620473108
Suriname,82000,167.48698891345745,122803.9562318347,2706.5350000000003,49.156352467000005,352911.4157299902,108787.18570756307,91310.5873199759,100.19011633549994,71485.3580620662
Sweden,82000,242.73871716233361,2114481.798031441,3462.9790000000003,22.182548703,2812602.745944476,-21267.76744574397,348470.728586316,52.48739752784746,208339.39904759114
Switzerland,82000,237.45807995780189,1701453.043615313,3025.051,31.638847029,2198832.139638577,40385.590324451136,261667.7003456178,74.94035684644096,134154.0599006784
Syrian Arab Republic,82000,102.51114292268473,1530823.396914659,2105.336,70.74931155600001,2666787.1772006117,-27541.034814100472,901716.8910790992,122.62369585678215,37361.588709966745
Tajikistan,82000,45.42255439444862,158390.29851128988,1185.4299999999998,92.170496753,563802.2429111013,-20270.956120393905,205373.0343257957,59.36511770123875,23650.708805851587
Tanzania,82000,7.572121852448102,230896.3189484032,964.0489999999998,120.085522061,2862351.4839722663,432670.9274747599,1398685.0198514012,18.79460329550596,18339.326919006573
Thailand,82000,101.83258435670803,6239304.994733933,1474.7720000000002,40.82965205200001,10508678.022859858,280632.3957292336,3085726.7205521977,87.30268494813481,48773.99819021032
Timor-Leste,82000,22.135871551805362,50215.518562865895,990.57,78.33457618499999,282600.6377768262,38201.043357842835,153172.07933878488,77.90163003164548,10627.995387754312
Togo,82000,13.887982831212852,99055.93886077781,1359.9339999999997,114.18919475200002,442421.97594537004,113148.31921958171,152596.73072530844,33.516505442851155,17997.785338874062
Tonga,82000,39.60444244669271,46758.618710237504,936.6419999999996,13.584661096000001,179428.9778622883,44251.64745330396,55763.51409858959,83.78349755077979,16292.542856521213
Trinidad and Tobago,82000,541.5213127041866,725252.098623864,2219.0480000000002,26.97180439900001,1098708.0634792384,-40176.54160351989,107791.83375702563,89.91086290232445,310820.2697016225
Tunisia,82000,87.32175041853614,816208.7172391248,2544.2250000000004,64.339345704,1250169.6372448108,52921.06235014647,253774.2519570157,111.66516496660935,35394.08011792753
Turkey,82000,135.07378479540483,8359925.509631414,2613.9529999999995,67.378361467,11276889.84324459,-62894.11975593281,1646767.7718263958,109.95905307151871,52809.42481786327
Turkmenistan,82000,330.79121894915227,1533076.7270039823,1935.762,76.52490782800002,3055532.315758798,-303667.18234676553,1304926.333906635,97.02623180030922,132988.21710053834
Turks and Caicos Islands,82000,224.95912624171376,830182.9898513245,3321.7490000000007,162.72357321899995,2348699.8682212355,501942.54647942644,709438.2040976421,86.76551169251903,106991.11396501081
Tuvalu,82000,61.896270909520474,49734.502626008994,1927.621,47.176909448,159483.27021784458,28616.541182282344,48593.09063818371,83.74989509383288,32515.575922834396
Uganda,82000,4.143562950133936,125271.18801655591,628.0849999999999,133.217757137,1392566.383768549,147099.71502603736,720527.5363720958,59.75753036095264,5228.951768582876
Ukraine,82000,252.18432454991012,16417588.898177244,2749.8759999999997,-11.972405908000004,20758820.39881452,-3538889.2996727037,4274795.406780554,97.9948893713293,109180.86728507999
United Arab Emirates,82000,1068.7901154194242,4050129.5251410287,3350.6220000000003,236.22531838499995,5391312.12029393,-92545.80299792602,1082298.7245701342,118.03930204389587,383380.07910089544
United Kingdom,82000,347.59542282898497,20109388.607394982,3273.8789999999995,17.814896084999997,26525246.659704193,412482.1972607858,3894981.848397261,103.84326379261236,139772.56161415065
United States,82000,732.825071604302,199494082.03922275,3211.6180000000004,38.11833508599999,242895259.83504403,2947584.671765405,25709903.139655247,103.16030539255836,296354.9874344346
Uruguay,82000,76.45210381073744,267439.7469409932,3750.971999999999,18.200707375000004,1440221.3263070413,44072.80934708178,831255.4644274807,78.82640105980221,43763.24367999982
Uzbekistan,82000,163.93773442392035,3970254.6989286956,1883.679,79.381194088,7504886.105746016,-457964.9391331408,3149399.4128085,91.64042295853949,69454.02566595006
Vanuatu,82000,19.921055147156473,47046.61814695486,870.0810000000001,100.40008567599999,192254.70416059764,44901.07835172368,65719.35384829817,71.85367372456862,9488.922393461566
"Venezuela, RB",82000,231.14784900922155,5246742.268727053,3523.345999999999,65.49698656299998,8801693.736958796,349400.5714957009,2522944.1582244067,107.36481084203334,93899.38209379102
Vietnam,82000,38.59735510558488,3098450.5291053057,1057.685,60.610503857000005,6586375.406632905,-14236.116912855323,2688887.7744641593,70.68993505816849,21017.683270438178
Virgin Islands (U.S.),82000,242.44870659147546,838504.5692228549,3722.5979999999995,9.991858066000002,2334075.8295758944,489445.4620418124,704543.2286539417,112.0558901523615,114230.79954771895
West Bank and Gaza,82000,191.05416374379203,1043101.7172494178,2905.947,106.9603614647368,3203843.336464321,746222.9147929805,971577.1523072708,89.56756354950892,90149.56751637576
"Yemen, Rep.",82000,28.074838632184154,517357.350343486,1086.841,135.810205259,976612.9044591067,-18517.682619463907,262612.9098354251,96.8729899183062,13446.452473894433
Zambia,82000,15.75315783015384,165413.62648813525,1598.5580000000004,117.87357629499999,2785348.8565597935,1188425.4820722328,674470.196775536,25.980509101221767,27836.644201292256
Zimbabwe,82000,46.23576946615781,533298.30815453,1263.5710000000001,73.03570777099999,1279001.176062517,54693.55235723704,441313.41498886305,59.66930302746293,33258.61710128339
